"slug","state","answer"
"p_for_ans_5_select_program","CA","82.1"
"p_of_parents_program_public_school_bldg","CA","72.7"
"ans_1_program_provider","CA","Afterschool program run by a public school"
"ans_2_program_provider","CA","Boys & Girls Club afterschool program"
"ans_3_program_provider","CA","Other"
"ans_4_program_provider","CA","Afterschool program run by private school"
"p_of_boys_program","CA","52.9"
"p_of_girls_program","CA","47.1"
"p_of_children_programs_qualify_federal_asst","CA","47"
"avg_dolllars_spent_per_week_program","CA","125.6"
"num_households_surveyed_2014","CA","854"
"num_children_screened_2014","CA","4189"
"err_margin_households_surveyed_2014","CA","2.1"
"err_margin_children_screened_2014","CA","1.5"
"p_of_children_alone_2014_6_to_8","CA","9"
"p_of_children_alone_2014_9_to_12","CA","44.3"
"p_of_children_alone_2014_k_to_5","CA","2.5"
"p_of_children_in_programs_2014_6_to_8","CA","29.1"
"p_of_children_in_programs_2014_9_to_12","CA","14.6"
"p_of_children_in_programs_2014_k_to_5","CA","31.1"
"p_of_children_would_be_enrolled_2014_6_to_8","CA","40.4"
"p_of_children_would_be_enrolled_2014_9_to_12","CA","47.2"
"p_of_children_would_be_enrolled_2014_k_to_5","CA","52.3"
"is_top_ten","CA","TRUE"
"p_of_parents_working_parents_peace","CA","80.2"
"p_of_parents_working_parents_keep_jobs","CA","81.7"
"real_of_children_in_programs_2014","CA","1,661,374"
"real_of_children_would_be_enrolled_2014","CA","2,435,254"
"real_of_children_alone_2014","CA","1,247,699"
"intro_text","CA","California has secured the number one spot in the top 10 states for afterschool, moving up from fourth in 2009.  The state’s afterschool program participation rate has surged over the past five years, increasing 6 percentage points from 2009 and serving more than 377,000 additional students across California.  Despite California’s high participation rates, high percentage of parents satisfied with their child’s afterschool program overall, and strong support for public funding for afterschool programs, there is still significant unmet demand for afterschool programs in the state.  Half of children not enrolled in an afterschool program would be enrolled in one if a program were available to them."
"p_of_parents_agree_should_provide_snacks","CA","72"
"p_of_parents_programs_offers_snacks","CA","71"
"p_of_parents_satisfied_programs_snacks","CA","81"
"p_of_parents_satisfied_healthy_snacks","CA","78"
"p_of_parents_snacks_important","CA","59"
"p_of_parents_healthy_snacks_important","CA","64"
"p_of_parents_agree_should_provide_physical","CA","82"
"p_of_parents_programs_offers_physical","CA","80"
"p_of_parents_satisfied_programs_physical_amount","CA","84"
"p_of_parents_satisfied_programs_physical_variety","CA","84"
"p_of_parents_physical_important","CA","67"
"p_family_child_summer_2013","CA","46"
"p_family_child_summer_2008","CA","27"
"p_family_want_summer","CA","62"
"p_of_parents_agree_summer_academic","CA","77"
"avg_hr_per_day_summer","CA","4.56"
"avg_weeks_per_summer","CA","5.17"
"avg_dollars_per_week_summer","CA","307.1"
"p_of_parents_support_public_funding_summer","CA","90"
"p_of_parents_support_public_funding_summer_2009","CA","84"
"p_of_parents_report_stem_learning_opp","CA","74"
"p_of_parents_satisfied_stem_program","CA","75"
"p_of_parents_consider_stem_as_factor","CA","53"
"p_of_parents_agree_children_gain_stem","CA","74"
"p_of_parents_agree_should_provide_stem","CA","77"
"p_of_children_in_programs_2014","CO","15"
"p_of_children_in_programs_2009","CO","13"
"p_of_children_in_programs_2004","CO","11"
"avg_hr_per_week_in_programs","CO","7.2"
"avg_day_per_week_in_programs","CO","3.41"
"p_of_children_would_be_enrolled_2014","CO","34.9"
"p_of_children_would_be_enrolled_2009","CO","40"
"p_of_children_would_be_enrolled_2004","CO","27"
"p_of_children_alone_2014","CO","17"
"p_of_children_alone_2009","CO","31"
"p_of_children_alone_2004","CO","33"
"avg_hr_per_week_alone","CO","7.99"
"reason_1_not_enrolling_child","CO","Preference for alternative activities"
"reason_2_not_enrolling_child","CO","Lack of a safe way for child to get to and come home from afterschool programs"
"reason_3_not_enrolling_child","CO",""
"ans_1_type_activity","CO","Opportunities for physical activity"
"p_for_ans_1_type_activity","CO","87.4"
"ans_2_type_activity","CO","Homework assistance"
"p_for_ans_2_type_activity","CO","79.6"
"ans_3_type_activity","CO","Beverages, snacks and/or meals"
"p_for_ans_3_type_activity","CO","77.3"
"ans_4_type_activity","CO","STEM learning opportunities"
"p_for_ans_4_type_activity","CO","73.1"
"ans_5_type_activity","CO","Academic programs/clubs"
"p_for_ans_5_type_activity","CO","69.4"
"p_of_parents_programs_excite_abt_learning","CO","60.5"
"p_of_parents_programs_help_child_gain_skills","CO","49.4"
"p_of_parents_programs_reduce_risky","CO","71.1"
"p_of_parents_support_public_funding_2014","CO","79.2"
"p_of_parents_support_public_funding_2009","CO","84"
"p_of_parents_receive_public_funding","CO","14"
"p_of_parents_satisfied_child_program_2014","CO","87.8"
"p_of_parents_satisfied_child_program_2009","CO","90"
"p_of_parents_satisfied_child_program_2004","CO","95"
"p_of_parents_satisfied_program_safe","CO","94.8"
"p_of_parents_satisfied_program_quality_of_care","CO","82.5"
"ans_1_select_program","CO","Is a safe haven"
"p_for_ans_1_select_program","CO","87.9"
"ans_2_select_program","CO","Quality of care"
"p_for_ans_2_select_program","CO","83.2"
"ans_3_select_program","CO","Knowledgeable and well-trained staff"
"p_for_ans_3_select_program","CO","79.6"
"ans_4_select_program","CO","The hours meet parents' needs"
"p_for_ans_4_select_program","CO","78.8"
"ans_5_select_program","CO","Variety of activities"
"p_for_ans_5_select_program","CO","74.4"
"p_of_parents_program_public_school_bldg","CO","79.8"
"ans_1_program_provider","CO","Afterschool program run by a public school"
"ans_2_program_provider","CO","Afterschool program run by city or town (including Parks and Recreation Department)"
"ans_3_program_provider","CO","Boys & Girls Club afterschool program"
"ans_4_program_provider","CO",""
"p_of_boys_program","CO","40.4"
"p_of_girls_program","CO","59.6"
"p_of_children_programs_qualify_federal_asst","CO","35.5"
"avg_dolllars_spent_per_week_program","CO","92.4"
"num_households_surveyed_2014","CO","225"
"num_children_screened_2014","CO","1023"
"err_margin_households_surveyed_2014","CO","4.2"
"err_margin_children_screened_2014","CO","3.1"
"p_of_children_alone_2014_6_to_8","CO","24.7"
"p_of_children_alone_2014_9_to_12","CO","32.5"
"p_of_children_alone_2014_k_to_5","CO","1.3"
"p_of_children_in_programs_2014_6_to_8","CO","13.4"
"p_of_children_in_programs_2014_9_to_12","CO","11"
"p_of_children_in_programs_2014_k_to_5","CO","19.6"
"p_of_children_would_be_enrolled_2014_6_to_8","CO","53"
"p_of_children_would_be_enrolled_2014_9_to_12","CO","21.6"
"p_of_children_would_be_enrolled_2014_k_to_5","CO","32.6"
"is_top_ten","CO","FALSE"
"p_of_parents_working_parents_peace","CO","71.1"
"p_of_parents_working_parents_keep_jobs","CO","72.4"
"real_of_children_in_programs_2014","CO","129,579"
"real_of_children_would_be_enrolled_2014","CO","256,263"
"real_of_children_alone_2014","CO","146,856"
"intro_text","CO","Colorado has seen a steady increase in the percentage of children participating in an afterschool program—growing from 11 percent in 2004 to 13 percent in 2009 to 15 percent in 2014.  However, Colorado’s afterschool participation rate still falls below the national average of 18 percent.  Colorado has also made progress with having fewer children alone and unsupervised after school.  Colorado’s percentage of unsupervised children dropped nearly 50 percent—from 31 percent in 2009 to 17 percent in 2014.  "
"p_of_parents_agree_should_provide_snacks","CO","59"
"p_of_parents_programs_offers_snacks","CO","77"
"p_of_parents_satisfied_programs_snacks","CO","87"
"p_of_parents_satisfied_healthy_snacks","CO","86"
"p_of_parents_snacks_important","CO","63"
"p_of_parents_healthy_snacks_important","CO","66"
"p_of_parents_agree_should_provide_physical","CO","68"
"p_of_parents_programs_offers_physical","CO","87"
"p_of_parents_satisfied_programs_physical_amount","CO","80"
"p_of_parents_satisfied_programs_physical_variety","CO","83"
"p_of_parents_physical_important","CO","68"
"p_family_child_summer_2013","CO","23"
"p_family_child_summer_2008","CO","17"
"p_family_want_summer","CO","39"
"p_of_parents_agree_summer_academic","CO","69"
"avg_hr_per_day_summer","CO","4.62"
"avg_weeks_per_summer","CO","4.76"
"avg_dollars_per_week_summer","CO","406.2"
"p_of_parents_support_public_funding_summer","CO","79"
"p_of_parents_support_public_funding_summer_2009","CO","80"
"p_of_parents_report_stem_learning_opp","CO","73"
"p_of_parents_satisfied_stem_program","CO","65"
"p_of_parents_consider_stem_as_factor","CO","49"
"p_of_parents_agree_children_gain_stem","CO","52"
"p_of_parents_agree_should_provide_stem","CO","58"
"p_of_children_in_programs_2014","CT","16.9"
"p_of_children_in_programs_2009","CT","18"
"p_of_children_in_programs_2004","CT","14"
"avg_hr_per_week_in_programs","CT","6.73"
"avg_day_per_week_in_programs","CT","3.76"
"p_of_children_would_be_enrolled_2014","CT","43.6"
"p_of_children_would_be_enrolled_2009","CT","33"
"p_of_children_would_be_enrolled_2004","CT","22"
"p_of_children_alone_2014","CT","18.5"
"p_of_children_alone_2009","CT","28"
"p_of_children_alone_2004","CT","26"
"avg_hr_per_week_alone","CT","8.11"
"reason_1_not_enrolling_child","CT","Preference for alternative activities"
"reason_2_not_enrolling_child","CT","Lack of a safe way for child to get to and come home from afterschool programs"
"reason_3_not_enrolling_child","CT",""
"ans_1_type_activity","CT","Homework assistance"
"p_for_ans_1_type_activity","CT","78.3"
"ans_2_type_activity","CT","Opportunities for physical activity"
"p_for_ans_2_type_activity","CT","75.1"
"ans_3_type_activity","CT","Academic programs/clubs"
"p_for_ans_3_type_activity","CT","74.7"
"ans_4_type_activity","CT","Beverages, snacks and/or meals"
"p_for_ans_4_type_activity","CT","71.9"
"ans_5_type_activity","CT","Opportunities for reading or writing"
"p_for_ans_5_type_activity","CT","69"
"p_of_parents_programs_excite_abt_learning","CT","55.8"
"p_of_parents_programs_help_child_gain_skills","CT","60"
"p_of_parents_programs_reduce_risky","CT","71.5"
"p_of_parents_support_public_funding_2014","CT","86.2"
"p_of_parents_support_public_funding_2009","CT","87"
"p_of_parents_receive_public_funding","CT","8.2"
"p_of_parents_satisfied_child_program_2014","CT","95.9"
"p_of_parents_satisfied_child_program_2009","CT","95"
"p_of_parents_satisfied_child_program_2004","CT","90"
"p_of_parents_satisfied_program_safe","CT","92.9"
"p_of_parents_satisfied_program_quality_of_care","CT","88.3"
"ans_1_select_program","CT","Quality of care"
"p_for_ans_1_select_program","CT","89.8"
"ans_2_select_program","CT","Is a safe haven"
"p_for_ans_2_select_program","CT","88.4"
"ans_3_select_program","CT","Location is convenient"
"p_for_ans_3_select_program","CT","85.9"
"ans_4_select_program","CT","Knowledgeable and well-trained staff"
"p_for_ans_4_select_program","CT","84.3"
"ans_5_select_program","CT","Their child enjoys the afterschool program"
"p_for_ans_5_select_program","CT","82.3"
"p_of_parents_program_public_school_bldg","CT","82.4"
"ans_1_program_provider","CT","Afterschool program run by a public school"
"ans_2_program_provider","CT","YMCA afterschool program"
"ans_3_program_provider","CT","Boys & Girls Club afterschool program"
"ans_4_program_provider","CT",""
"p_of_boys_program","CT","52.4"
"p_of_girls_program","CT","47.6"
"p_of_children_programs_qualify_federal_asst","CT","41.7"
"avg_dolllars_spent_per_week_program","CT","141.7"
"num_households_surveyed_2014","CT","213"
"num_children_screened_2014","CT","685"
"err_margin_households_surveyed_2014","CT","5.2"
"err_margin_children_screened_2014","CT","3.8"
"p_of_children_alone_2014_6_to_8","CT","13"
"p_of_children_alone_2014_9_to_12","CT","34.8"
"p_of_children_alone_2014_k_to_5","CT",NA
"p_of_children_in_programs_2014_6_to_8","CT","20.5"
"p_of_children_in_programs_2014_9_to_12","CT","10"
"p_of_children_in_programs_2014_k_to_5","CT","20.3"
"p_of_children_would_be_enrolled_2014_6_to_8","CT","47.6"
"p_of_children_would_be_enrolled_2014_9_to_12","CT","33.9"
"p_of_children_would_be_enrolled_2014_k_to_5","CT","46.6"
"is_top_ten","CT","FALSE"
"p_of_parents_working_parents_peace","CT","69.7"
"p_of_parents_working_parents_keep_jobs","CT","74.1"
"real_of_children_in_programs_2014","CT","99,710"
"real_of_children_would_be_enrolled_2014","CT","213,766"
"real_of_children_alone_2014","CT","109,150"
"intro_text","CT","After an increase in afterschool program participation from 2004 to 2009, Connecticut saw a slight dip in the percentage of children taking part in an afterschool program—from 18 percent to 17 percent—bringing Connecticut below the national average.  Additionally, the average time children in Connecticut spend in an afterschool program decreased, from 8 hours in 2009 to 6.73 hours in 2014, also below the national average.  However, nearly all Connecticut parents who are able to take advantage of afterschool programs are satisfied with their child’s afterschool program (96 percent).  "
"p_of_parents_agree_should_provide_snacks","CT","67"
"p_of_parents_programs_offers_snacks","CT","72"
"p_of_parents_satisfied_programs_snacks","CT","72"
"p_of_parents_satisfied_healthy_snacks","CT","76"
"p_of_parents_snacks_important","CT","57"
"p_of_parents_healthy_snacks_important","CT","64"
"p_of_parents_agree_should_provide_physical","CT","80"
"p_of_parents_programs_offers_physical","CT","75"
"p_of_parents_satisfied_programs_physical_amount","CT","79"
"p_of_parents_satisfied_programs_physical_variety","CT","81"
"p_of_parents_physical_important","CT","65"
"p_family_child_summer_2013","CT","38"
"p_family_child_summer_2008","CT","33"
"p_family_want_summer","CT","55"
"p_of_parents_agree_summer_academic","CT","67"
"avg_hr_per_day_summer","CT","5.51"
"avg_weeks_per_summer","CT","4.98"
"avg_dollars_per_week_summer","CT","335.3"
"p_of_parents_support_public_funding_summer","CT","84"
"p_of_parents_support_public_funding_summer_2009","CT","85"
"p_of_parents_report_stem_learning_opp","CT","68"
"p_of_parents_satisfied_stem_program","CT","60"
"p_of_parents_consider_stem_as_factor","CT","47"
"p_of_parents_agree_children_gain_stem","CT","60"
"p_of_parents_agree_should_provide_stem","CT","62"
"p_of_children_in_programs_2014","DE","17.9"
"p_of_children_in_programs_2009","DE","14"
"p_of_children_in_programs_2004","DE","16"
"avg_hr_per_week_in_programs","DE","8.12"
"avg_day_per_week_in_programs","DE","3.5"
"p_of_children_would_be_enrolled_2014","DE","40"
"p_of_children_would_be_enrolled_2009","DE","31"
"p_of_children_would_be_enrolled_2004","DE","42"
"p_of_children_alone_2014","DE","19.3"
"p_of_children_alone_2009","DE","31"
"p_of_children_alone_2004","DE","20"
"avg_hr_per_week_alone","DE","8.95"
"reason_1_not_enrolling_child","DE","Preference for alternative activities"
"reason_2_not_enrolling_child","DE","The afterschool programs are too expensive"
