slug,state,place,text
p_of_children_would_be_enrolled_,CT,title,Children who would participate if an afterschool program were available
p_of_children_would_be_enrolled_,CT,text,"In 2014, 44% of Connecticut's children would participate in an afterschool program if one were available, compared to 33% in 2009 and 22% in 2004."
p_of_children_alone_,CT,title,Children unsupervised after school
p_of_children_alone_,CT,text,"In 2014, 19% of Connecticut's children were alone and unsupervised between the hours of 3 and 6 p.m. "
avg_hr_per_week_alone,CT,title,Average time per week children spend alone & unsupervised after school
avg_hr_per_week_alone,CT,text,"For the purposes of this study, timing was limited to 15 hours per week, reflecting the hours of 3 to 6 p.m."
p_of_children_alone_2014_,CT,title,"Children unsupervised after school, by grade"
p_of_children_alone_2014_,CT,text,"In 2014, 13% of Connecticut's children in grades K-8 were unsupervised after school, compared to 35% in grades 9-12."
just_text_demand_unmet,CT,title,What barriers to afterschool program enrollment are Connecticut families facing?
just_text_demand_unmet,CT,text,"After lack of need, the predominant challenges parents face enrolling their child in an afterschool program include: <ul><li>Preference for alternative activities</li><li>Lack of a safe way for child to get to and come home from afterschool programs</li></ul>"
p_of_parents_satisfied_child_program_,CT,title,Parents satisfied with their child's afterschool program
p_of_parents_satisfied_child_program_,CT,text,"In 2014, 96% of Connecticut's parents were satisfied with their child's afterschool program, compared to 95% in 2009 and 90% in 2004."
ans_1_select_program,CT,title, Top 5 factors in parents' selection of an afterschool program
ans_1_select_program,CT,text,<ul><li>Quality of care</li><li>Is a safe haven</li><li>Location is convenient</li><li>Knowledgeable and well-trained staff</li><li>Their child enjoys the afterschool program</li></ul>
ans_1_type_activity,CT,title,Top 5 activities/services offered by afterschool programs
ans_1_type_activity,CT,text,"<ul><li>Homework assistance</li><li>Opportunities for physical activity</li><li>Academic programs/clubs</li><li>Beverages, snacks and/or meals</li><li>Opportunities for reading or writing</li></ul>"
p_of_parents_satisfied_program_safe,CT,title,Parents satisfied with the safe environment of their child's afterschool program
p_of_parents_satisfied_program_quality_of_care,CT,title,Parents satisfied with the quality of care in their child's afterschool program
ans_1_program_provider,CT,title,Most common afterschool program providers
ans_1_program_provider,CT,text,<ol><li>Public school</li><li>YMCAs</li><li>Boys & Girls Clubs</li></ol>
p_of_parents_program_public_school_bldg,CT,text,of afterschool programs are located in a public school building 
p_of_parents_programs_excite_abt_learning,CT,title,Parents agree that afterschool programs excite children about learning
p_of_parents_programs_help_child_gain_skills,CT,title,Parents agree that afterschool programs help children gain workforce skills
p_of_parents_programs_help_child_gain_skills,CT,text,"60% Connecticut parents agree that afterschool programs can help children gain workforce skills such as teamwork, leadership and critical thinking. "
p_of_parents_programs_reduce_risky,CT,title,Parents agree that afterschool programs reduce the likelihood that youth will engage in risky behaviors
p_of_parents_programs_reduce_risky,CT,text,"72% Connecticut parents agree that afterschool programs can help reduce the likelihood that youth will engage in risky behaviors, such as commit a crime, abuse drugs or engage in sexual activity."
p_of_parents_working_parents_peace,CT,text,of Connecticut parents agree that afterschool programs help give working parents peace of mind about their children when they are at work.
p_of_parents_support_public_funding_2014,CT,text,"of Connecticut parents support public funding for afterschool programs, while just 8% report receiving government assistance with the cost of afterschool."
FOOTNOTE,CT,text,"In Connecticut, 213 households and 685 children were screened for this study. According to the Department of Education, National Center for Education Statistics data for 2011-2012, the total school enrollment in Connecticut is 589,998, which is the foundation for all statewide projections in Connecticut After 3PM. "
p_of_children_in_programs_,DE,title,Afterschool program participation in Delaware
p_of_children_in_programs_,DE,text,"In 2014, 18% of Delaware's children participate in an afterschool program, compared to 14% in 2009 and 16% in 2004. "
avg_hr_per_week_in_programs,DE,title,Average time per week children spend in an afterschool program
avg_hr_per_week_in_programs,DE,text,"For the purposes of this study, timing was limited to 15 hours per week in afterschool care, reflecting the hours of 3 to 6 p.m. "
p_of_children_in_programs_2014_,DE,title,"Children in an afterschool program, by grade"
p_of_children_in_programs_2014_,DE,text,"In 2014, 22% of Delaware's children in grades K-5 participate in an afterschool program, compared to 16% in grades 6-8 and 15% in grades 9-12."
p_of_boys_program,DE,title," Children in an afterschool program, by gender"
avg_dolllars_spent_per_week_program,DE,title,Average weekly cost of afterschool programs
avg_dolllars_spent_per_week_program,DE,text,The average weekly cost only includes parents who report that they pay a fee for their child's afterschool program.
just_text_demand_children_in_afterschool,DE,text,"Most families piece together a variety of afterschool solutions, with 65% of Delaware's K-12 children spending some portion of the hours after school in the care of a parent or guardian. Other afterschool arrangements include traditional child care centers (13%); sibling care (19%); and non-parental adult care, such as a grandparent or neighbor (34%). "
p_of_children_would_be_enrolled_,DE,title,Children who would participate if an afterschool program were available
p_of_children_would_be_enrolled_,DE,text,"In 2014, 40% of Delaware's children would participate in an afterschool program if one were available, compared to 31% in 2009 and 42% in 2004."
p_of_children_alone_,DE,title,Children unsupervised after school
p_of_children_alone_,DE,text,"In 2014, 19% of Delaware's children were alone and unsupervised between the hours of 3 and 6 p.m. "
avg_hr_per_week_alone,DE,title,Average time per week children spend alone & unsupervised after school
avg_hr_per_week_alone,DE,text,"For the purposes of this study, timing was limited to 15 hours per week, reflecting the hours of 3 to 6 p.m."
p_of_children_alone_2014_,DE,title,"Children unsupervised after school, by grade"
p_of_children_alone_2014_,DE,text,"In 2014, 16% of Delaware's children in grades K-8 were unsupervised after school, compared to 53% in grades 9-12."
just_text_demand_unmet,DE,title,What barriers to afterschool program enrollment are Delaware families facing?
just_text_demand_unmet,DE,text,"After lack of need, the predominant challenges parents face enrolling their child in an afterschool program include: <ul><li>Preference for alternative activities</li><li>The afterschool programs are too expensive</li></ul>"
p_of_parents_satisfied_child_program_,DE,title,Parents satisfied with their child's afterschool program
p_of_parents_satisfied_child_program_,DE,text,"In 2014, 81% of Delaware's parents were satisfied with their child's afterschool program, compared to 83% in 2009 and 100% in 2004."
ans_1_select_program,DE,title, Top 5 factors in parents' selection of an afterschool program
ans_1_select_program,DE,text,<ul><li>Is a safe haven</li><li>Their child enjoys the afterschool program</li><li>The hours meet parents' needs</li><li>Quality of care</li><li>Knowledgeable and well-trained staff</li></ul>
ans_1_type_activity,DE,title,Top 5 activities/services offered by afterschool programs
ans_1_type_activity,DE,text,"<ul><li>Beverages, snacks and/or meals</li><li>STEM learning opportunities</li><li>Homework assistance</li><li>Opportunities for reading or writing</li><li>Opportunities for physical activity</li></ul>"
